name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"6.9271° N, 79.8612° E",2024-02-13,20.5,7.8,13.1,20.5,7.8,13.1,8.2,75,0,0,0,,0,0,31.3,9,230,1020.5,14.7,24.1,210.7,18.2,8,10,2024-02-13T05:48:33,2024-02-13T17:01:49,0.11,Clear,Clear conditions throughout the day.,clear-day,remote
"6.9271° N, 79.8612° E",2024-02-14,19.6,8.2,13.5,19.6,8.2,13.5,9.7,79,0.3,100,4.17,rain,0,0,32,8.6,279.7,1019.4,56.1,24.1,197,17.1,8,10,2024-02-14T05:47:50,2024-02-14T17:02:29,0.15,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-02-15,17,10.7,13.4,17,10.7,13.4,10.9,85.3,4.2,100,37.5,rain,0,0,37.8,5.4,31.8,1020.2,60.8,23.9,144.9,12.7,6,10,2024-02-15T05:47:05,2024-02-15T17:03:10,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2024-02-16,19.4,7.6,12.9,19.4,7.6,12.9,10.2,84.8,0.3,100,4.17,rain,0,0,24.1,6.5,285.3,1019.5,37.5,24.1,191.8,16.4,7,10,2024-02-16T05:46:20,2024-02-16T17:03:49,0.25,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-02-17,18.2,8.3,13.2,18.2,8.3,13.2,10.4,83.8,3,100,45.83,rain,0,0,30.2,6.8,255.7,1015.9,27.3,24.1,175.9,15.2,7,10,2024-02-17T05:45:34,2024-02-17T17:04:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-02-18,17.3,9.7,13.1,17.3,9.7,13.1,11.2,88.9,2.2,100,58.33,rain,0,0,30.2,7.6,255.7,1016.6,47.9,22.9,169.9,14.7,8,10,2024-02-18T05:44:46,2024-02-18T17:05:08,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-02-19,19.3,8.4,13.2,19.3,8.4,13.2,10.7,86.3,0.3,100,12.5,rain,0,0,27.7,7.2,282.2,1016.2,41.8,24.1,173.6,15.1,7,10,2024-02-19T05:43:58,2024-02-19T17:05:46,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-02-20,16.2,10.2,12.8,16.2,10.2,12.8,10.7,87.8,1.7,100,54.17,rain,0,0,41,9.7,211.9,1013.8,39.5,24.1,165.3,14.2,7,10,2024-02-20T05:43:08,2024-02-20T17:06:24,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-02-21,19.2,10.3,14.4,19.2,10.3,14.4,10.3,77.1,2.9,100,79.17,rain,0,0,54.7,13.3,211.8,1012.1,60.3,23.1,174.5,15.2,7,10,2024-02-21T05:42:18,2024-02-21T17:07:02,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-02-22,16.1,10.7,13.6,16.1,10.7,13.6,11.6,87.5,12,100,87.5,rain,0,0,56.2,10.1,200.7,1014,55.4,19.9,125.3,10.8,5,10,2024-02-22T05:41:27,2024-02-22T17:07:39,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-02-23,17.4,10.4,13.3,17.4,10.4,13.3,11.3,88.1,7.4,100,62.5,rain,0,0,53.3,11.9,194.9,1015.3,47.8,19.9,99.1,8.7,7,10,2024-02-23T05:40:35,2024-02-23T17:08:16,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-02-24,18.4,9.2,13.8,18.4,9.2,13.8,8.8,73.1,0.2,100,4.17,rain,0,0,41.4,11.5,233.7,1017.8,26.6,24.1,193.9,16.9,7,10,2024-02-24T05:39:42,2024-02-24T17:08:52,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,remote
"6.9271° N, 79.8612° E",2024-02-25,13.2,7.6,10.4,13.2,7.6,10.4,7.9,84.5,2.8,100,33.33,rain,0,0,31.7,6.8,158,1019,52.6,23.7,63.7,5.4,2,10,2024-02-25T05:38:49,2024-02-25T17:09:28,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2024-02-26,20,5,12.2,20,4,12.1,8.7,80.8,0,0,0,,0,0,33.8,8.6,319.9,1018.9,30.4,24.1,219.3,18.9,8,10,2024-02-26T05:37:54,2024-02-26T17:10:03,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-02-27,20.1,8.3,14,20.1,7.7,13.9,10.1,79.3,0,0,0,,0,0,34.6,9.4,247.9,1016.4,75.2,24.1,212.4,18.3,8,10,2024-02-27T05:36:59,2024-02-27T17:10:38,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-02-28,18.6,9.5,14.1,18.6,9.5,14.1,10.2,78.8,0.2,100,8.33,rain,0,0,44.3,11.9,255.7,1014.1,48.9,24.1,206,17.8,8,10,2024-02-28T05:36:03,2024-02-28T17:11:13,0.63,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-02-29,18.7,10.2,14,18.7,10.2,14,10.7,81.5,1,100,37.5,rain,0,0,31.3,7.9,287.8,1016,39.4,24.1,179,15.4,7,10,2024-02-29T05:35:07,2024-02-29T17:11:47,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-03-01,20.2,9.8,14.2,20.2,9.8,14.2,11.2,83.2,0.9,100,16.67,rain,0,0,24.1,6.8,337.8,1017.4,49.4,24.1,162.3,14.1,6,10,2024-03-01T05:34:09,2024-03-01T17:12:21,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-03-02,22.2,9.3,15.2,22.2,8.9,15.1,11.3,79.3,0,0,0,,0,0,29.5,7.6,291.5,1015.3,21,24.1,226.3,19.5,8,10,2024-03-02T05:33:11,2024-03-02T17:12:55,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-03-03,21,11.3,15.7,21,11.3,15.7,12.4,81.4,0.1,100,4.17,rain,0,0,34.2,9.4,246.2,1014.6,30.4,24.1,203.4,17.6,8,10,2024-03-03T05:32:13,2024-03-03T17:13:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-03-04,19.6,12.7,16,19.6,12.7,16,12.7,81,0.2,100,8.33,rain,0,0,47.9,13.3,223.8,1014,45.9,24.1,183.5,15.9,7,10,2024-03-04T05:31:14,2024-03-04T17:14:01,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-03-05,22.8,11.5,17.1,22.8,11.5,17.1,10.7,68.3,0,0,0,rain,0,0,51.8,14,227.7,1013.6,17.8,24.1,228.9,19.9,8,10,2024-03-05T05:30:14,2024-03-05T17:14:34,0.83,Clear,Clear conditions throughout the day.,clear-day,remote
"6.9271° N, 79.8612° E",2024-03-06,22.2,11.7,16.7,22.2,11.7,16.7,8.6,60.6,0,0,0,,0,0,36.4,9.4,255.7,1014.3,2.9,24.1,258.3,22.2,9,10,2024-03-06T05:29:14,2024-03-06T17:15:06,0.86,Clear,Clear conditions throughout the day.,clear-day,remote
"6.9271° N, 79.8612° E",2024-03-07,22.8,10.9,15.9,22.8,10.9,15.9,9.4,66.1,0,0,0,,0,0,36.4,9.7,293.7,1013.8,2.6,24.1,254.7,21.9,9,10,2024-03-07T05:28:14,2024-03-07T17:15:38,0.9,Clear,Clear conditions throughout the day.,clear-day,remote
"6.9271° N, 79.8612° E",2024-03-08,22.2,10.5,15.9,22.2,10.5,15.9,10.2,71.5,0,0,0,,0,0,41.8,11.5,265.3,1014.3,4.6,24.1,255.9,21.9,9,10,2024-03-08T05:27:12,2024-03-08T17:16:09,0.93,Clear,Clear conditions throughout the day.,clear-day,remote
"6.9271° N, 79.8612° E",2024-03-09,21.2,11.2,15.5,21.2,11.2,15.5,11,75.8,0,0,0,,0,0,32.4,8.6,326.2,1015,25.9,24.1,198.9,17.1,7,10,2024-03-09T05:26:11,2024-03-09T17:16:41,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-03-10,22.1,10.4,15.6,22.1,10.4,15.6,11,76.2,0,0,0,,0,0,34.2,9.4,355.4,1017,23.3,24.1,230,19.8,8,10,2024-03-10T05:25:09,2024-03-10T17:17:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-03-11,24.9,9.7,17.1,24.9,9.7,17.1,12.1,74.3,0.2,100,8.33,rain,0,0,31.3,8.6,273.2,1016.5,12.4,24.1,256.4,22.2,9,10,2024-03-11T05:24:07,2024-03-11T17:17:43,0.03,Rain,Clear conditions throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-03-12,21.2,13.7,16.9,21.2,13.7,16.9,12.6,77,0,0,0,,0,0,38.9,10.1,281.3,1014.3,13.7,24.1,245,21.3,9,10,2024-03-12T05:23:04,2024-03-12T17:18:13,0.06,Clear,Clear conditions throughout the day.,clear-day,remote
"6.9271° N, 79.8612° E",2024-03-13,21.4,11.9,16.5,21.4,11.9,16.5,11.4,73.1,0,0,0,,0,0,40.7,10.8,239.4,1014.5,22.5,24.1,235.6,20.2,8,10,2024-03-13T05:22:01,2024-03-13T17:18:44,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-03-14,21,11.7,16.4,21,11.7,16.4,11,71.7,0.4,100,16.67,rain,0,0,57.2,16.6,230.8,1014.8,28.8,24.1,216.1,18.5,8,10,2024-03-14T05:20:58,2024-03-14T17:19:14,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2024-03-15,23.1,11.9,17.4,23.1,11.9,17.4,11.3,69,0,0,0,,0,0,39.2,10.4,234.2,1015.7,22.5,24.1,244,21.1,9,10,2024-03-15T05:19:54,2024-03-15T17:19:44,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-03-16,24.5,13.1,18.1,24.5,13.1,18.1,10.3,63,0,0,0,,0,0,41,11.5,243.3,1016.8,21.4,24.1,261.8,22.7,9,10,2024-03-16T05:18:51,2024-03-16T17:20:13,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-03-17,24,13.1,18.3,24,13.1,18.3,10.9,63.2,0,0,0,,0,0,48.2,13.3,242,1016.6,36,24.1,242.8,21.2,9,10,2024-03-17T05:17:47,2024-03-17T17:20:43,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-03-18,25,13,18.6,25,13,18.6,10.6,62.5,0,0,0,,0,0,36.7,10.1,268.8,1016,31.3,24.1,258.7,22.3,9,10,2024-03-18T05:16:42,2024-03-18T17:21:12,0.26,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-03-19,22.5,12.1,17.8,22.5,12.1,17.8,12,69.7,1.2,100,12.5,rain,0,0,33.5,9,276.5,1016.5,70.6,24.1,218.5,18.9,8,10,2024-03-19T05:15:38,2024-03-19T17:21:41,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-03-20,19.7,12.8,15.7,19.7,12.8,15.7,14,90.2,5.3,100,75,rain,0,0,28.1,8.3,56.8,1018.6,88.9,24.1,123.4,10.9,5,10,2024-03-20T05:14:34,2024-03-20T17:22:10,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-03-21,17.9,10.6,14.5,17.9,10.6,14.5,13.2,92.4,10.4,100,54.17,rain,0,0,30.2,6.1,57.3,1016.8,71.6,20.2,167.7,14.4,8,10,2024-03-21T05:13:29,2024-03-21T17:22:39,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-03-22,18.6,13,15.4,18.6,13,15.4,12.9,85.7,17,100,66.67,rain,0,0,36.7,7.2,295.5,1012.5,76.1,18.7,141.9,12.1,5,10,2024-03-22T05:12:24,2024-03-22T17:23:08,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-03-23,20,10.2,15.1,20,10.2,15.1,12.2,83.7,4.3,100,58.33,rain,0,0,32,6.5,234.3,1012.2,51.3,16.2,195.8,16.8,7,10,2024-03-23T05:11:20,2024-03-23T17:23:37,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-03-24,20.4,11.3,15.7,20.4,11.3,15.7,13,84.6,2.6,100,54.17,rain,0,0,30.6,7.2,218.6,1015.3,42.9,19.1,207.9,17.9,7,10,2024-03-24T05:10:15,2024-03-24T17:24:05,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-03-25,21.8,12.1,16.8,21.8,12.1,16.8,13.4,81.2,3.2,100,45.83,rain,0,0,32.4,7.9,178.4,1015.4,65,21.7,208.5,18,7,10,2024-03-25T05:09:10,2024-03-25T17:24:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-03-26,20,12.3,15.5,20,12.3,15.5,12.9,85.4,7.1,100,54.17,rain,0,0,45.7,7.9,201.3,1017,74.9,19.8,198.8,17.1,8,10,2024-03-26T05:08:06,2024-03-26T17:25:02,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-03-27,20.1,12,16,20.1,12,16,13.7,86.8,5,100,50,rain,0,0,35.3,6.5,203.3,1018.4,54.9,22.9,204.9,17.7,7,10,2024-03-27T05:07:01,2024-03-27T17:25:31,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-03-28,21.8,13.5,17.2,21.8,13.5,17.2,14.2,83.1,7.8,100,33.33,rain,0,0,25.9,5.8,90.1,1015.7,47.1,21.6,216.6,18.6,8,10,2024-03-28T05:05:57,2024-03-28T17:25:59,0.6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-03-29,23.4,11.7,17.8,23.4,11.7,17.8,14.4,81.9,3.4,100,54.17,rain,0,0,26.6,5.8,167.8,1013.8,32.8,21.8,221.4,19.1,8,10,2024-03-29T05:04:52,2024-03-29T17:26:27,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-03-30,22.9,13.9,18.5,22.9,13.9,18.5,15.5,83.3,4.3,100,62.5,rain,0,0,30.6,7.6,205.8,1014.3,72.8,19.5,189.8,16.4,7,10,2024-03-30T05:03:48,2024-03-30T17:26:56,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-03-31,19.2,15.6,17.2,19.2,15.6,17.2,15.4,89.6,10.7,100,83.33,rain,0,0,61.9,10.4,199.8,1012.6,79.4,19.8,103.7,9,4,30,2024-03-31T05:02:44,2024-03-31T17:27:24,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-01,22.3,15.5,18.9,22.3,15.5,18.9,15.1,78.8,5.8,100,70.83,rain,0,0,79.2,14.8,205,1008.1,52.7,20.6,227.3,19.7,8,10,2024-04-01T05:01:40,2024-04-01T17:27:52,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-02,25.7,14.1,20.3,25.7,14.1,20.3,13.9,68.6,0.9,100,12.5,rain,0,0,53.3,15.1,222.5,1008.6,36.2,24.1,243.3,20.8,8,10,2024-04-02T05:00:36,2024-04-02T17:28:21,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-03,24.2,16.5,19.8,24.2,16.5,19.8,14.4,71.5,1.4,100,50,rain,0,0,44.3,12.2,225.3,1011,33.8,24.1,218.4,18.8,8,10,2024-04-03T04:59:33,2024-04-03T17:28:49,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-04,23.1,15.1,18.9,23.1,15.1,18.9,15,78.4,2.1,100,45.83,rain,0,0,56.9,11.9,216.6,1010.9,48.2,23.8,234.1,20.4,8,10,2024-04-04T04:58:30,2024-04-04T17:29:18,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-05,23.8,15.2,19.5,23.8,15.2,19.5,16,80.8,5.9,100,58.33,rain,0,0,64.1,11.2,219.2,1009.7,43.6,21.7,215.9,18.7,7,10,2024-04-05T04:57:27,2024-04-05T17:29:46,0.88,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-06,25.2,16.3,21.9,25.2,16.3,21.9,14.9,65.3,0.9,100,20.83,rain,0,0,58,15.5,215.7,1008.4,39.9,24.1,250.5,21.7,8,10,2024-04-06T04:56:24,2024-04-06T17:30:15,0.91,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-07,26.8,19.4,22.6,27,19.4,22.6,14,58.9,0,0,0,,0,0,77.8,18.7,222.8,1009,47.4,24.1,249.4,21.5,8,10,2024-04-07T04:55:22,2024-04-07T17:30:43,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-04-08,25.5,16.7,21.6,25.5,16.7,21.6,14,63,0.1,100,4.17,rain,0,0,47.5,13.7,219.3,1012.8,53.8,24,239.3,20.7,8,10,2024-04-08T04:54:20,2024-04-08T17:31:12,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-09,26.1,16.1,21.1,26.1,16.1,21.1,13.8,64.4,1.8,100,12.5,rain,0,0,40.7,10.4,250,1014,62.2,24.1,271.2,23.6,9,10,2024-04-09T04:53:19,2024-04-09T17:31:41,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-10,24.8,15.2,19.7,24.8,15.2,19.7,14.2,72,1.7,100,16.67,rain,0,0,35.3,7.2,175.7,1014.8,63.2,24.1,221,19.2,8,10,2024-04-10T04:52:18,2024-04-10T17:32:10,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-11,24.5,13.3,19.7,24.5,13.3,19.7,14,71.5,0.1,100,4.17,rain,0,0,38.5,10.8,243.4,1016.3,63.3,24.1,272.2,23.7,9,10,2024-04-11T04:51:17,2024-04-11T17:32:39,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-12,24.9,16.3,20,24.9,16.3,20,14.5,71.2,3.7,100,41.67,rain,0,0,36.4,7.9,204.4,1015.7,67.7,24.1,236.4,20.5,9,10,2024-04-12T04:50:17,2024-04-12T17:33:08,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-13,25.2,14.4,19.9,25.2,14.4,19.9,14.3,71.5,1.2,100,20.83,rain,0,0,30.6,8.6,290.6,1015,52.1,24.1,264.7,22.9,9,10,2024-04-13T04:49:18,2024-04-13T17:33:37,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2024-04-14,26.8,14.2,20.6,27.1,14.2,20.6,14.4,69.6,0,0,0,,0,0,32.8,8.6,275.6,1014.4,45.5,24.1,275.7,23.9,9,10,2024-04-14T04:48:19,2024-04-14T17:34:06,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"6.9271° N, 79.8612° E",2024-04-15,25.7,15.6,20.6,25.7,15.6,20.6,15.3,72.4,1.7,100,20.83,rain,0,0,34.6,9.4,242.5,1013.9,52.5,24.1,271.9,23.6,9,10,2024-04-15T04:47:20,2024-04-15T17:34:36,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2024-04-16,24.5,15.7,19.9,24.5,15.7,19.9,16.1,79.2,4,100,37.5,rain,0,0,38.5,9.7,238.6,1012.4,65.9,24,225.3,19.5,9,10,2024-04-16T04:46:22,2024-04-16T17:35:06,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-17,24.6,16.2,19.4,24.6,16.2,19.4,16.3,82.7,6.5,100,37.5,rain,0,0,54.7,10.1,198.4,1010.1,46.4,23.6,234.9,20.2,8,10,2024-04-17T04:45:25,2024-04-17T17:35:35,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-18,25.3,15,20.1,25.3,15,20.1,15.9,77.8,0.5,100,8.33,rain,0,0,33.8,10.1,240.5,1010,38.7,24.1,251.9,21.8,8,10,2024-04-18T04:44:28,2024-04-18T17:36:05,0.31,"Rain, Partially cloudy",Becoming cloudy in the afternoon with morning rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-19,22.7,15.8,19.2,22.7,15.8,19.2,16.1,82.8,7.3,100,58.33,rain,0,0,48.6,10.8,196.9,1007.2,57.2,23.9,192.9,16.8,8,10,2024-04-19T04:43:32,2024-04-19T17:36:35,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-20,22.3,15.8,18.3,22.3,15.8,18.3,16.5,89.2,44.4,100,100,rain,0,0,56.2,7.6,189.4,1006.4,93.8,18.8,133,11.6,6,10,2024-04-20T04:42:37,2024-04-20T17:37:05,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-21,24.3,16,19.9,24.3,16,19.9,17.3,85.5,22.7,100,87.5,rain,0,0,61.2,12.6,227.4,1007.1,60.1,23.2,197,17,8,10,2024-04-21T04:41:42,2024-04-21T17:37:36,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-22,23.9,17.4,20.7,23.9,17.4,20.7,17.8,83.8,4.6,100,87.5,rain,0,0,50.4,9.4,214,1008.7,60,23.7,218.7,19,9,10,2024-04-22T04:40:48,2024-04-22T17:38:06,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-23,27.5,17,22.3,27.6,17,22.3,15.5,67,0.1,100,4.17,rain,0,0,57.6,15.5,209.6,1007.3,59.9,24.1,254.2,22.1,8,10,2024-04-23T04:39:55,2024-04-23T17:38:37,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-24,24,18.3,21.3,24,18.3,21.3,14.9,66.9,2.9,100,16.67,rain,0,0,70.9,15.8,214.5,1006.8,27.9,23.9,261.5,22.6,8,10,2024-04-24T04:39:03,2024-04-24T17:39:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-25,26.5,16.5,21.2,26.5,16.5,21.2,15.6,71,0.1,100,4.17,rain,0,0,50.4,12.2,229.2,1008.6,15.8,24.1,281.4,24.3,9,10,2024-04-25T04:38:11,2024-04-25T17:39:39,0.55,Rain,Clear conditions throughout the day with late afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2024-04-26,25.4,16.2,20.6,25.4,16.2,20.6,16.3,76.7,1.5,100,29.17,rain,0,0,50.8,14.4,236.1,1008.9,23.1,24.1,273.8,23.5,9,10,2024-04-26T04:37:20,2024-04-26T17:40:10,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-27,25.5,15.9,20.5,25.5,15.9,20.5,17,81.3,9.8,100,70.83,rain,0,0,41,9.4,228.6,1009.4,49.1,24.1,220.9,19,7,10,2024-04-27T04:36:30,2024-04-27T17:40:41,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-28,23.7,16.8,20.5,23.7,16.8,20.5,17.8,85,7.8,100,66.67,rain,0,0,66.2,12.6,220.1,1008.4,70.5,23.7,217.5,18.6,8,10,2024-04-28T04:35:41,2024-04-28T17:41:13,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-29,25.8,17.3,20.8,25.8,17.3,20.8,17.3,80.8,3.4,100,54.17,rain,0,0,59.4,12.2,222.2,1009.4,24,24.1,218.7,18.9,8,10,2024-04-29T04:34:53,2024-04-29T17:41:44,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-04-30,24.4,16.3,20.2,24.4,16.3,20.2,17.2,83.2,8.5,100,54.17,rain,0,0,62.3,10.1,222.6,1006.1,43.8,24.1,227.3,19.6,8,10,2024-04-30T04:34:05,2024-04-30T17:42:16,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2024-05-01,25.4,15.5,21.1,25.4,15.5,21.1,16.8,77.2,6.1,100,58.33,rain,0,0,76,14.4,202.7,1003.8,31.8,23.4,245,21.2,8,10,2024-05-01T04:33:19,2024-05-01T17:42:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
