name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"6.9271° N, 79.8612° E",2023-05-28,25.8,16.1,21.1,25.8,16.1,21.1,17.8,82.3,0.9,100,25,rain,0,0,21.6,5.8,343.1,1011.3,27.1,19.3,240.6,21,8,10,2023-05-28T04:19:28,2023-05-28T17:56:48,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2023-05-29,28.4,17.7,23,30.3,17.7,23.5,18.9,79.3,0.1,100,4.17,rain,0,0,23.4,5.8,347.4,1011.6,11.5,23.5,289.2,24.9,9,10,2023-05-29T04:19:13,2023-05-29T17:57:18,0.31,Rain,Clear conditions throughout the day with morning rain.,rain,remote
"6.9271° N, 79.8612° E",2023-05-30,28.7,18.5,24.2,31.1,18.5,25,19.9,78.3,0.6,100,25,rain,0,0,22.7,6.1,298.9,1010.7,22.8,23.8,289.9,24.9,9,10,2023-05-30T04:18:59,2023-05-30T17:57:47,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2023-05-31,28.8,20,24.7,31.3,20,25.5,20.4,78,0.4,100,16.67,rain,0,0,22.3,5.8,302.2,1008.9,34.9,24.1,281.5,24.1,9,10,2023-05-31T04:18:46,2023-05-31T17:58:16,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2023-06-01,27.8,20.4,23.8,30,20.4,24.1,20.1,80.3,0.6,100,16.67,rain,0,0,30.2,6.8,270.5,1007.7,56.9,23.6,250.4,21.5,8,10,2023-06-01T04:18:35,2023-06-01T17:58:45,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
"6.9271° N, 79.8612° E",2023-06-02,28.2,18.3,23.6,28.3,18.3,23.6,17.5,70.8,0.3,100,12.5,rain,0,0,36,10.4,266.4,1007.5,43,24,287.4,24.8,9,10,2023-06-02T04:18:25,2023-06-02T17:59:13,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
"6.9271° N, 79.8612° E",2023-06-03,26.9,19.6,23.5,27.9,19.6,23.6,18.4,73.9,0.8,100,20.83,rain,0,0,32.8,8.3,270.7,1009,30.4,24.1,272.7,23.6,8,10,2023-06-03T04:18:16,2023-06-03T17:59:41,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2023-06-04,26.6,18,22.6,26.6,18,22.6,18.5,78.5,1,100,29.17,rain,0,0,29.9,7.6,302,1009.2,20.8,23.8,274,23.6,9,10,2023-06-04T04:18:08,2023-06-04T18:00:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2023-06-05,28.1,19,23.7,30.1,19,24.2,19.7,79.3,0.4,100,16.67,rain,0,0,22.7,5.4,331.9,1007.7,16.1,24.1,266.4,23,8,10,2023-06-05T04:18:02,2023-06-05T18:00:35,0.54,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,remote
"6.9271° N, 79.8612° E",2023-06-06,27,20.8,23.4,28.8,20.8,23.5,20.8,85.8,7.1,100,41.67,rain,0,0,24.5,5.4,122.5,1007.2,67.8,24.1,219.1,18.9,8,10,2023-06-06T04:17:57,2023-06-06T18:01:01,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-07,26.1,20.2,23.5,26.1,20.2,23.5,21,86.4,19.7,100,41.67,rain,0,0,22,4.7,121.7,1006.8,64.8,24,197,16.8,7,10,2023-06-07T04:17:53,2023-06-07T18:01:26,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-08,28.7,19.8,23.4,32.4,19.8,23.8,21.5,89.7,19,100,62.5,rain,0,0,24.5,5.8,112.1,1006.4,72.3,24,198.8,17.3,6,10,2023-06-08T04:17:50,2023-06-08T18:01:51,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-06-09,26.2,20,22.8,26.2,20,22.8,21.5,92.9,27.7,100,91.67,rain,0,0,24.1,6.1,150.4,1004.9,99.4,12.1,108.7,9.4,4,60,2023-06-09T04:17:48,2023-06-09T18:02:15,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-10,27,20.3,23.1,29.2,20.3,23.2,21,88.4,11.8,100,37.5,rain,0,0,28.1,4.3,148.3,1003.9,95.3,9.4,142.1,12.4,5,60,2023-06-10T04:17:48,2023-06-10T18:02:38,0.72,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-06-11,22.3,20,21.5,22.3,20,21.5,20.5,94,29,100,100,rain,0,0,27,3.6,207.9,1004,99.9,9.2,48.7,4.3,2,10,2023-06-11T04:17:49,2023-06-11T18:03:00,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-12,23.3,19.5,21.1,23.3,19.5,21.1,20.4,95.6,15.9,100,79.17,rain,0,0,21.6,3.6,261.9,1004.5,94.6,12.6,115.7,10,4,30,2023-06-12T04:17:51,2023-06-12T18:03:22,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-13,26.7,19.3,22.4,26.7,19.3,22.4,20.3,88.5,9.7,100,75,rain,0,0,25.2,6.5,232.1,1003.4,76.5,17.9,185.3,16,8,30,2023-06-13T04:17:54,2023-06-13T18:03:43,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-14,24.6,19.9,21.3,24.6,19.9,21.3,19.8,90.8,21.9,100,37.5,rain,0,0,38.2,7.2,178,1004,91.6,15.8,177.6,15.3,8,30,2023-06-14T04:17:59,2023-06-14T18:04:04,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-06-15,24.2,18.9,21.5,24.2,18.9,21.5,18.9,85.5,5.7,100,29.17,rain,0,0,63,7.2,179.7,1004.8,91.8,20.3,206.9,17.9,7,30,2023-06-15T04:18:04,2023-06-15T18:04:23,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-06-16,25.2,19.3,21.2,25.2,19.3,21.2,19.3,89.5,10.5,100,75,rain,0,0,56.2,6.5,183.1,1005.3,96,20.2,114.6,9.7,4,30,2023-06-16T04:18:11,2023-06-16T18:04:41,0.93,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-06-17,23.5,19.1,20.8,23.5,19.1,20.8,19.3,90.7,18.2,100,75,rain,0,0,48.2,7.9,197.4,1007.1,86.2,19.7,78.9,6.9,3,10,2023-06-17T04:18:19,2023-06-17T18:04:59,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-18,23.5,19.2,20.8,23.5,19.2,20.8,19.5,92,8.6,100,91.67,rain,0,0,47.2,5.8,216,1008.2,83.6,20,119.4,10.3,4,10,2023-06-18T04:18:27,2023-06-18T18:05:16,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-19,22.8,19,20.7,22.8,19,20.7,19.8,94.6,10,100,91.67,rain,0,0,32.8,5.8,218.2,1007.6,92.9,18.7,77,6.6,3,10,2023-06-19T04:18:37,2023-06-19T18:05:31,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-20,23.4,19.7,21.2,23.4,19.7,21.2,19.5,90.2,7.1,100,83.33,rain,0,0,39.2,5,200.4,1007.2,89.8,17.6,157.9,13.7,6,10,2023-06-20T04:18:48,2023-06-20T18:05:46,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-21,25.1,18.6,22.3,25.1,18.6,22.3,19.9,86.9,4.6,100,58.33,rain,0,0,37.8,8.6,220,1007.5,90.1,15.4,175.7,15.1,5,30,2023-06-21T04:19:00,2023-06-21T18:06:00,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-22,25.9,20.3,22.3,25.9,20.3,22.3,20.1,87.7,7.1,100,95.83,rain,0,0,42.8,7.2,244.8,1007.9,93.2,17.6,172.8,14.8,7,10,2023-06-22T04:19:13,2023-06-22T18:06:12,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-23,25.9,19.6,23,25.9,19.6,23,20.4,85.9,4.2,100,54.17,rain,0,0,24.8,6.1,291.1,1007.6,61.4,19.9,175.2,15.1,5,30,2023-06-23T04:19:27,2023-06-23T18:06:24,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-24,28,20.4,23.9,30.5,20.4,24.3,21.1,84.6,23.5,100,58.33,rain,0,0,25.9,6.1,317.8,1006.7,60.7,20.4,248.5,21.4,8,60,2023-06-24T04:19:42,2023-06-24T18:06:34,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-06-25,26.8,20,23.6,28.8,20,23.7,21.2,87,12.3,100,75,rain,0,0,23.8,6.1,242.1,1007.6,91.4,19.8,218.4,19,7,60,2023-06-25T04:19:57,2023-06-25T18:06:44,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-26,28.5,19.6,24.1,31.7,19.6,24.7,21.3,85.1,17.8,100,79.17,rain,0,0,25.6,4.7,120.5,1007.5,63.4,20.6,228.3,19.9,7,60,2023-06-26T04:20:14,2023-06-26T18:06:52,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-27,27.2,21,23.7,29.5,21,23.9,21.1,85.9,19,100,91.67,rain,0,0,28.1,6.1,290,1008.3,97.4,13.8,162.4,14,5,30,2023-06-27T04:20:31,2023-06-27T18:06:59,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-28,27.6,20.3,22.9,30.1,20.3,23,20.9,89.1,9.7,100,54.17,rain,0,0,33.1,6.1,215.9,1010.2,95.1,13.2,175.2,15.1,6,30,2023-06-28T04:20:49,2023-06-28T18:07:05,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-29,25.7,19.1,23,25.7,19.1,23,20.6,86.6,1.7,100,41.67,rain,0,0,40.3,7.2,232.2,1009.3,96.4,14.3,232.1,20,8,30,2023-06-29T04:21:09,2023-06-29T18:07:10,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-06-30,25,21,22.9,25,21,22.9,20.7,87.5,4.5,100,41.67,rain,0,0,34.9,8.6,235.1,1008.1,93.6,18.9,164.7,14.2,6,30,2023-06-30T04:21:28,2023-06-30T18:07:14,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-07-01,26.2,19.5,22.7,26.2,19.5,22.7,20.8,89.3,7.4,100,66.67,rain,0,0,31,6.8,250.2,1007.8,83.6,16.3,162.5,13.9,6,30,2023-07-01T04:21:49,2023-07-01T18:07:16,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-07-02,25.1,20,22.9,25.1,20,22.9,21.1,90,8.8,100,70.83,rain,0,0,34.9,7.6,248.8,1007.4,86.5,16.5,161.8,14,6,30,2023-07-02T04:22:10,2023-07-02T18:07:17,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-03,25,21,22.8,25,21,22.8,20.8,89.1,13.2,100,79.17,rain,0,0,29.2,7.9,264.6,1007.7,96.1,13.8,172.9,14.8,7,30,2023-07-03T04:22:32,2023-07-03T18:07:17,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-04,26.1,19.7,23.4,26.1,19.7,23.4,21,87,6.2,100,45.83,rain,0,0,24.5,5.4,300.3,1006.9,98.6,9.3,178.9,15.4,6,30,2023-07-04T04:22:55,2023-07-04T18:07:16,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-07-05,27.4,20.8,23.6,29.4,20.8,23.8,21.3,87.4,17.1,100,100,rain,0,0,24.8,4.3,146.6,1006.3,97.9,11.4,177.6,15.4,7,60,2023-07-05T04:23:18,2023-07-05T18:07:14,0.56,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-06,24.9,21.1,22.6,24.9,21.1,22.6,21.1,91.4,47.6,100,100,rain,0,0,39.2,4.7,219.3,1008.4,98.7,11.8,71.4,6,4,10,2023-07-06T04:23:42,2023-07-06T18:07:10,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-07,26.3,20.2,23.1,26.3,20.2,23.1,21,88,7.6,100,75,rain,0,0,30.6,5.4,237.9,1009.8,97.6,14.7,189.1,16.4,7,30,2023-07-07T04:24:07,2023-07-07T18:07:05,0.63,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-08,25.6,20.4,23,25.6,20.4,23,20.8,87.6,9.5,100,87.5,rain,0,0,29.2,5.8,229.6,1010.1,92.4,13.7,180,15.6,7,30,2023-07-08T04:24:32,2023-07-08T18:06:58,0.67,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-09,26.7,20.1,23.2,26.7,20.1,23.2,20.5,85.5,3.1,100,58.33,rain,0,0,29.5,6.1,247.7,1008.7,98.9,18,183.8,15.8,8,30,2023-07-09T04:24:57,2023-07-09T18:06:51,0.7,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-10,24.3,20.3,22.6,24.3,20.3,22.6,21,90.7,9.2,100,79.17,rain,0,0,21.2,5.4,252.7,1008,99.9,17.1,145.2,12.3,4,10,2023-07-10T04:25:23,2023-07-10T18:06:42,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-11,24.9,21,22.7,24.9,21,22.7,20.9,89.9,5.9,100,75,rain,0,0,35.3,7.6,234,1007.4,99.8,13.3,138.4,11.9,5,10,2023-07-11T04:25:50,2023-07-11T18:06:32,0.77,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-12,23.7,20.8,22.2,23.7,20.8,22.2,20.7,91.5,7.7,100,66.67,rain,0,0,47.5,8.6,227.2,1007.8,97.7,14.1,159.9,13.8,7,10,2023-07-12T04:26:17,2023-07-12T18:06:20,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-13,25.8,20.3,22.4,25.8,20.3,22.4,20.7,90.4,7.8,100,75,rain,0,0,41.8,6.8,219.2,1008.3,98.2,8,103.2,8.9,4,30,2023-07-13T04:26:44,2023-07-13T18:06:07,0.84,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-14,26.8,20.1,23,29.2,20.1,23.1,21.2,89.7,18.8,100,79.17,rain,0,0,26.3,4.7,247.6,1008.6,91.2,12.5,156.2,13.5,6,10,2023-07-14T04:27:12,2023-07-14T18:05:53,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-15,27.3,20.1,23.2,30.3,20.1,23.4,21.3,89.1,24.2,100,79.17,rain,0,0,27.7,6.5,279.7,1007.9,84.9,15.1,186.5,16,8,30,2023-07-15T04:27:40,2023-07-15T18:05:38,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-16,24.4,19.8,21.9,24.4,19.8,21.9,20.6,92.3,19.7,100,83.33,rain,0,0,25.6,4,30.9,1007.8,99.6,12.3,130.3,11.1,5,10,2023-07-16T04:28:08,2023-07-16T18:05:21,0.95,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-17,24.6,19.7,22,24.6,19.7,22,21,94.2,11.5,100,58.33,rain,0,0,15.1,4,40.1,1007,97.4,21.4,100.2,8.5,3,10,2023-07-17T04:28:36,2023-07-17T18:05:03,0.98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-18,28.9,20.4,24.5,31.3,20.4,25.2,21,82.1,0.1,100,4.17,rain,0,0,22.7,6.5,2.3,1005.7,59.2,22.9,281.6,24.4,9,60,2023-07-18T04:29:05,2023-07-18T18:04:44,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
"6.9271° N, 79.8612° E",2023-07-19,30,20.7,25.1,33.8,20.7,26.4,21.3,80.3,3.6,100,33.33,rain,0,0,29.2,5.8,12.1,1004.6,57.2,21.8,305.1,26.3,10,60,2023-07-19T04:29:34,2023-07-19T18:04:23,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-07-20,26.8,20.5,23.4,28.9,20.5,23.7,21.2,87.7,35.5,100,91.67,rain,0,0,24.8,4.7,115.9,1005.5,95.1,17.4,220.5,19.2,7,60,2023-07-20T04:30:04,2023-07-20T18:04:01,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-21,28.8,20.8,23.7,31.6,20.8,23.9,21.1,86.2,21.5,100,83.33,rain,0,0,23,3.6,124.3,1009.1,99.7,19.8,151,12.8,7,60,2023-07-21T04:30:33,2023-07-21T18:03:38,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-22,27.8,20.3,23.8,30.7,20.3,24,21.3,86.6,11.7,100,37.5,rain,0,0,24.8,4.7,166.9,1011.2,98.6,20.3,211.3,18,8,30,2023-07-22T04:31:03,2023-07-22T18:03:13,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,remote
"6.9271° N, 79.8612° E",2023-07-23,26.1,21.2,23.1,26.1,21.2,23.1,21.4,90.3,12.9,100,66.67,rain,0,0,22.7,5.4,226.8,1010.9,99.1,17.8,127.3,11,5,60,2023-07-23T04:31:33,2023-07-23T18:02:48,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-24,25,20.3,22.6,25,20.3,22.6,20.8,89.6,11.9,100,45.83,rain,0,0,27.4,6.1,178.4,1008.9,99.5,19.5,177.2,15.3,7,30,2023-07-24T04:32:02,2023-07-24T18:02:21,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-25,25.6,20.5,23.1,25.6,20.5,23.1,21.1,89,10.2,100,79.17,rain,0,0,31,4.3,160.7,1009,98.2,14.8,159.7,13.9,6,30,2023-07-25T04:32:32,2023-07-25T18:01:52,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-26,27.6,20.7,23.6,29.9,20.7,23.9,20.8,84.9,3.1,100,37.5,rain,0,0,30.2,6.1,264.7,1009.4,92.1,10.7,184.9,16.2,6,30,2023-07-26T04:33:02,2023-07-26T18:01:23,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-27,25.5,19.9,22.4,25.5,19.9,22.4,20.4,89,13.2,100,62.5,rain,0,0,30.2,5.4,228,1008.4,99.4,16.6,144.3,12.4,7,30,2023-07-27T04:33:33,2023-07-27T18:00:52,0.32,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-28,25.3,20.3,22.6,25.3,20.3,22.6,20.8,89.3,8.2,100,83.33,rain,0,0,38.5,7.2,232.1,1005.9,99,18.8,160.5,13.9,7,30,2023-07-28T04:34:03,2023-07-28T18:00:20,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-29,25.8,20.4,22.6,25.8,20.4,22.6,20.7,89.6,11.3,100,62.5,rain,0,0,24.8,5.8,248.5,1005.4,96.8,18.5,138.1,11.9,5,10,2023-07-29T04:34:33,2023-07-29T17:59:47,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-30,27.7,19.7,23.6,31.2,19.7,23.9,21.5,88.3,24.5,100,66.67,rain,0,0,25.2,5,32.8,1003.5,83.6,16.1,246.8,21.3,9,60,2023-07-30T04:35:03,2023-07-30T17:59:13,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-07-31,28.5,20.4,24.4,31.9,20.4,25.2,21.7,85.9,13.9,100,50,rain,0,0,22.3,5.4,126.2,1002.3,96.6,18.7,244.2,21,8,60,2023-07-31T04:35:33,2023-07-31T17:58:37,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-01,29.6,21.3,25.3,32.6,21.3,26.2,21.2,79.3,0,0,0,rain,0,0,26.3,5.8,139.7,1002.3,98.9,19.9,225.1,19.6,7,30,2023-08-01T04:36:03,2023-08-01T17:58:00,0.48,Overcast,Cloudy skies throughout the day.,cloudy,remote
"6.9271° N, 79.8612° E",2023-08-02,29.1,21.8,24.9,33.3,21.8,25.5,21.7,83.3,30.9,100,83.33,rain,0,0,19.8,6.1,171.7,1004,98.7,15.8,145.9,12.6,7,60,2023-08-02T04:36:33,2023-08-02T17:57:22,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-03,25.2,21.1,23,25.2,21.1,23,21.3,90.5,38.5,100,100,rain,0,0,21.2,3.2,255,1005.3,100,15.1,86.3,7.2,4,30,2023-08-03T04:37:03,2023-08-03T17:56:43,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-04,26.1,20.9,23.4,26.1,20.9,23.4,21,86.9,14.3,100,87.5,rain,0,0,24.8,5,270.1,1007.2,99.8,10.6,119.7,10.3,5,30,2023-08-04T04:37:33,2023-08-04T17:56:03,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-05,26.2,20.5,23.2,26.2,20.5,23.2,20.6,85.9,19.3,100,83.33,rain,0,0,33.5,9.4,223.5,1007.6,99.4,16.5,125.9,10.5,6,10,2023-08-05T04:38:02,2023-08-05T17:55:22,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-06,24.7,21.4,22.9,24.7,21.4,22.9,21.3,91.2,23.5,100,100,rain,0,0,37.8,6.1,206.9,1004.7,99.8,17.4,69,5.9,4,10,2023-08-06T04:38:32,2023-08-06T17:54:40,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-07,27.5,21,23.9,29.8,21,24.3,21.5,86.7,15.3,100,91.67,rain,0,0,35.3,4,170.5,1002.1,99.5,9.4,134.7,11.8,6,30,2023-08-07T04:39:02,2023-08-07T17:53:56,0.69,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-08,29.3,21.5,24.5,32.4,21.5,24.9,21.9,86.3,16.5,100,75,rain,0,0,22.3,4.3,222,1003.4,98.7,15.4,172.8,15,7,30,2023-08-08T04:39:31,2023-08-08T17:53:12,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-09,26.6,21.2,23.5,26.6,21.2,23.5,21.1,87.1,6.9,100,87.5,rain,0,0,22.7,6.5,273.3,1007.3,98.8,8.2,145,12.4,5,30,2023-08-09T04:40:00,2023-08-09T17:52:27,0.76,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-10,26.3,21.5,23,26.3,21.5,23,21.5,91.6,21.4,100,100,rain,0,0,19.1,5,271.5,1008.8,99.4,8.7,99.5,8.6,4,30,2023-08-10T04:40:29,2023-08-10T17:51:40,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-11,25.7,21.3,23.5,25.7,21.3,23.5,21.7,90,4.9,100,54.17,rain,0,0,24.5,6.8,259.8,1007.8,98,7.5,173.7,15.1,6,30,2023-08-11T04:40:58,2023-08-11T17:50:53,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-12,23.5,21.1,22.3,23.5,21.1,22.3,21.1,92.8,11.4,100,95.83,rain,0,0,32.4,7.9,217,1006,100,10.7,90.1,7.8,3,10,2023-08-12T04:41:27,2023-08-12T17:50:04,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
"6.9271° N, 79.8612° E",2023-08-13,27,20.6,22.9,29.4,20.6,23,21.3,91.2,22,100,70.83,rain,0,0,25.6,6.8,356.7,1007.5,97.3,14.6,143.9,12.5,6,10,2023-08-13T04:41:55,2023-08-13T17:49:15,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,remote
